Probe_Set_ID	Lsmean_ A _expanding	Lsmean_ A_fullexpand	Lsmean_A_primordia	Lsmean_ E_expanding	Lsmean_ E_fullexpand	Lsmean_E_primordia
254020_at	2.478841	1.921021	1.234375	2.130046	1.398438	1.226807
254021_at	2.569987	2.974243	1.213379	2.585124	2.631348	1.21167
254027_at	-3.10547	-2.45959	-2.31885	-3.0332	-2.70178	-2.39209
254029_at	0.304362	0.245972	0.624023	0.368652	0.124023	0.617188
254030_at	1.608398	0.837769	2.685059	1.373535	0.937744	2.6521
254032_at	-1.22721	-1.77869	-3.50574	-1.19613	-1.65967	-3.45544
254034_at	0.871419	0.706177	1.496582	0.790527	0.670166	1.264893
254035_at	1.038737	1.352661	0.805176	1.281087	1.368164	0.718018
254038_at	2.180013	2.359009	0.807617	2.08252	2.210449	0.72583
254039_at	-0.61491	-0.7865	-0.73755	-0.68506	-0.53809	-0.60229
254040_at	0.799805	1.780396	0.13208	1.324056	2.255371	0.078857
254041_at	0.09082	-0.17688	0.476074	-0.14307	-0.47266	0.35376
254045_at	0.58431	0.57312	1.086914	0.593262	0.578369	0.994385
254048_at	-0.16048	-0.39001	0.093506	-0.3182	-0.35229	0.19043
254049_at	2.399414	1.529419	3.28125	2.153483	1.57959	3.337646
254050_s_at	1.095378	1.271118	0.823242	1.115397	1.387207	0.892578
254051_at	-2.28385	-2.13904	-2.35938	-2.28532	-2.45361	-2.60327
254052_at	-0.49056	-0.52673	-0.66528	-0.49626	-0.60278	-0.71924
254053_s_at	-2.40397	-1.77087	-2.54907	-2.32796	-1.75464	-2.98328
254054_at	-1.41992	-1.72595	0.07959	-1.23812	-1.40894	0.198975
254057_at	0.876302	0.19519	0.972168	0.557129	0.043457	1.040771
254058_at	1.12207	0.953979	2.12793	1.20752	1.13623	2.136963
254061_at	-0.60286	-0.30188	-0.10425	-0.53499	-0.39038	-0.2627
254067_at	-1.55697	-1.82483	-2.38599	-1.66423	-1.94434	-2.23364
254068_at	1.163086	0.718628	0.43335	1.121582	0.72998	0.531494
254072_at	2.916992	2.420532	3.009766	2.752441	2.423828	3.082275
254073_at	0.909831	0.661743	1.772949	0.729004	0.658447	1.846436
254076_at	-0.18164	-1.12122	1.813965	-0.46598	-0.6311	1.9021
254077_at	1.495117	1.274048	1.988281	1.493327	1.376953	1.936768
254078_at	-0.71647	-1.12903	-0.18286	-0.95557	-1.31201	-0.23291
254079_at	-0.58073	-1.19202	1.094727	-0.77913	-0.80957	1.187256
254080_at	0.867839	-0.54456	3.374512	0.185059	-0.2522	3.530518
254081_at	0.214193	0.59436	0.286133	0.411296	0.833252	0.141357
254082_at	0.759766	0.972046	0.916504	0.904785	1.196777	0.760742
254083_at	2.870117	2.939087	3.357422	3.173014	3.353516	3.389893
254084_at	1.22168	1.00354	1.591309	1.080566	1.103027	1.659424
254085_at	0.698568	0.687378	1.929688	0.579915	1.034668	1.927979
254086_at	2.358398	2.102173	2.690918	2.147624	2.116699	2.69165
254087_at	0.499674	0.327026	0.509766	0.535645	0.368896	0.428711
254088_at	-1.40104	-1.26013	-1.11572	-1.56755	-1.32397	-1.21265
254089_at	0.260742	0.267456	0.763184	0.170736	0.013916	0.754639
254098_at	4.879232	5.134399	4.586914	4.698405	5.184082	4.64917
254099_at	3.681966	3.430786	2.599121	3.518717	3.248047	2.6521
254102_at	4.560221	4.073364	4.185059	4.315592	3.834961	4.240479
254103_at	1.379232	1.774536	1.03125	1.443848	1.977539	1.109131
254105_at	4.463867	4.168091	3.704102	4.32015	3.963379	3.705322
254106_at	0.625651	1.3927	-0.06689	0.890462	1.52002	-0.27344
254108_at	-0.12793	0.458618	-0.20166	0.114421	0.5896	-0.30981
254110_at	-0.07064	-1.22473	-1.11279	-0.20785	-1.71021	-1.03101
254112_at	-1.16829	-2.31726	-0.97217	-1.11214	-2.38574	-0.93848
254113_at	-1.6276	-1.5719	-1.58643	-1.60238	-1.771	-1.46167
254116_at	-0.30534	-0.35608	-0.81519	-0.36247	-0.41675	-0.65015
254117_at	2.859701	2.052856	2.791504	2.542155	1.882813	2.826416
254118_at	-1.97428	-2.25818	-1.19189	-2.19743	-3.56812	-1.10303
254119_at	2.468424	2.692017	2.288086	2.42627	2.437988	2.00415
254121_at	-0.92318	-0.62927	-0.65186	-1.06559	-1.0166	-0.6311
254122_at	1.618815	1.02356	1.800781	1.567546	0.856689	1.579346
254124_at	-1.5498	-1.72546	-1.14844	-1.45752	-1.66235	-1.13696
254125_at	-1.18229	-1.53186	0.039062	-2.04085	-2.28064	0.02002
254126_at	4.620117	3.829712	4.069824	4.349447	3.57959	4.132568
254127_at	1.176758	1.343384	0.659424	1.27002	1.196289	0.638916
254128_at	-0.47819	-0.35217	-0.66992	-0.45524	-0.30615	-0.56909
254130_at	-0.30794	-0.6156	0.828125	-0.34782	-0.9397	0.746338
254131_at	0.724609	1.071899	0.569092	0.819824	0.969238	0.695313
254132_at	-0.60026	-0.72058	-0.13867	-0.86507	-0.76147	-0.04443
254133_at	0.748047	0.854614	-0.37891	0.657389	0.577393	-0.36816
254134_at	1.621419	0.62439	2.550293	1.219238	0.63916	2.626709
254137_at	2.337565	2.136841	1.238281	2.088379	2.0625	1.234619
254140_at	-1.5918	-2.47473	0.155762	-1.74593	-2.48682	0.13501
254141_at	2.213216	1.776978	1.739746	1.777181	1.385742	1.811768
254142_at	-1.78027	-1.41174	-2.06958	-1.48942	-1.74707	-2.16895
254143_at	-0.6901	-0.83386	-0.87793	-0.73258	-1.07837	-0.85742
254144_at	1.963216	2.390747	1.405273	2.250488	2.53125	1.417725
254145_at	0.373047	0.597046	-0.53418	0.394043	0.438721	-0.70752
254146_at	-2.93815	-3.35559	-2.90112	-3.32992	-3.24255	-2.99268
254147_at	-1.62891	-1.83997	-1.10645	-1.7902	-2.12988	-0.92847
254148_at	3.270508	2.138794	3.117676	3.039551	2.099121	3.247314
254150_at	0.194661	0.09436	-1.01611	0.03304	0.006592	-1.1814
254151_at	-0.71257	-0.54504	-0.68579	-0.61279	-0.49438	-0.64819
254154_at	1.265951	1.006958	-0.29565	0.998861	0.898682	-0.19897
254156_at	-0.58105	-0.93933	-0.4502	-0.73551	-0.9624	-0.3501
254157_at	2.112956	2.896118	1.229492	2.212077	2.779297	1.086182
254158_at	-1.09538	-0.27844	-1.9436	-0.91813	-0.21338	-2.09619
254159_at	-1.57031	-1.78894	-1.83252	-1.75309	-1.51025	-1.69458
254160_at	-0.73242	-0.31091	-0.09058	-0.62191	-0.29175	-0.26025
254161_at	-1.49284	-0.8385	-1.75317	-1.37744	-0.67871	-1.8335
254162_at	0.537109	0.599976	0.922852	0.571452	0.897217	0.950928
254163_s_at	1.506836	1.249146	0.21167	1.414551	1.313477	0.225098
254164_at	0.521484	0.381714	0.713135	0.41097	0.468018	0.743896
254165_at	1.599935	1.440552	1.729492	1.723796	1.585449	1.732666
254166_at	3.262695	3.474243	3.65625	3.857259	3.976563	3.711182
254167_at	-0.19727	0.116577	-0.23608	-0.15674	0.323975	-0.24219
254171_at	-0.81087	-0.8363	-1.05127	-0.86995	-1.05347	-1.07202
254172_at	1.392253	1.430786	1.612793	1.367025	1.498535	1.395264
254174_at	-1.5752	-0.15637	-2.02954	-1.06266	0.206543	-1.8313
254176_at	-1.55534	-1.33191	-1.0769	-1.35335	-1.37549	-1.17896
254177_at	-1.53223	-1.87927	-0.69385	-1.43115	-1.84668	-0.6333
254179_at	-1.27539	-1.4906	-0.82617	-1.39307	-1.55151	-0.71313
254181_at	1.017904	-0.27795	0.786133	0.5861	-0.54419	0.971436
254182_at	-1.69499	-2.32971	-1.02075	-2.13525	-2.49048	-0.82129
254187_at	2.487956	2.733521	1.050537	2.517415	2.412598	1.026611
254188_at	-0.75977	-1.47083	-0.7002	-0.92139	-1.77124	-0.6272
254190_at	-1.30664	-0.71399	-0.09619	-0.79248	-0.18457	-0.18921
254191_at	-0.93132	-0.12976	0.073486	-0.69124	-0.29932	-0.18286
254192_at	2.495768	2.998657	2.15918	2.817546	3.308105	2.022217
254193_at	-2.81803	-2.28674	-3.16785	-2.7277	-2.37183	-3.16772
254194_at	-0.83398	-0.81799	-0.9397	-0.56494	-0.87671	-0.97412
254195_at	-0.03548	0.047485	-1.23535	-0.02393	-0.073	-1.24438
254198_at	1.000326	0.767212	0.818359	0.932129	0.447998	0.876709
254204_at	-0.30404	-0.41614	-1.21582	-0.27751	-0.06494	-1.32056
254207_at	-0.74251	-0.34436	-1.29736	-0.61572	-0.3147	-1.35913
254208_at	-0.26465	-1.75476	-0.11499	-0.61963	-1.74121	0.183105
254209_at	-1.44661	-1.25183	-0.80933	-1.37451	-1.43677	-0.92847
254211_at	0.298503	0.283081	-0.27734	0.710449	0.935059	-0.17969
254214_at	0.504883	0.576782	0.232666	0.507975	0.66333	0.186523
254216_at	0.901693	1.195923	0.939941	0.981608	1.269043	0.734375
254218_at	0.484049	0.115601	0.723633	0.113118	-0.31592	0.768066
254221_at	2.529622	2.477661	2.162109	2.454264	2.211914	2.161865
254223_at	0.718424	1.140259	-0.10254	0.758301	1.151367	-0.21973
254224_at	1.777018	1.706177	1.830078	1.817546	1.873047	1.769287
254225_at	3.282878	2.765747	3.522949	3.051921	2.762695	3.43042
254226_at	-1.79362	-1.9613	-2.72754	-2.34196	-2.22168	-2.58252
254227_at	2.966471	3.424927	3.444824	2.913249	3.491699	3.295166
254228_at	-0.64941	-1.17224	0.660889	-0.97314	-0.82593	0.755615
254230_at	-1.87174	-1.88123	-1.37207	-2.00439	-1.66895	-1.40771
254232_at	0.570964	2.343872	0.582275	0.480632	2.798828	0.971436
254233_at	0.058919	-1.89905	2.642578	-0.63623	-2.13989	2.668701
254235_at	-0.35547	-1.60193	0.098877	-0.3846	-1.83643	0.118896
254236_at	-2.58887	-2.51917	-2.26782	-2.69385	-2.38062	-2.44629
254238_at	-2.05078	-2.59509	-1.3645	-2.59196	-2.30908	-1.10815
254239_at	2.770508	3.104126	0.880859	2.93929	2.758301	0.653564
254248_at	-0.69889	-0.93762	-3.00964	-0.30094	-0.59375	-2.64819
254250_at	0.516276	0.973267	-3.18506	0.375488	0.595947	-2.87646
254251_at	-0.30892	-0.00696	-2.21924	-0.09359	0.037842	-2.30688
254254_at	-2.33236	-2.3949	-2.7627	-2.08057	-2.43872	-2.96313
254256_at	1.340169	1.00647	-0.49023	1.558431	1.445801	-0.1665
254259_s_at	0.422526	0.34021	0.344727	-0.04085	-0.04028	0.299316
254260_at	-1.77116	-2.20911	-1.83423	-2.02132	-2.26953	-1.55249
254261_at	-0.48145	-0.65247	-1.00635	-0.24658	-0.4458	-0.79663
254262_at	0.447917	0.299683	-0.67065	0.611165	0.892578	-0.64136
254267_at	0.964844	0.571167	0.52002	0.592285	0.351562	0.572998
254268_at	-1.29948	-1.28333	-1.57227	-1.37646	-1.45825	-1.4519
254269_at	-1.64355	-0.63245	-2.46606	-1.30713	-0.47119	-2.37573
254270_at	3.043945	3.230103	2.196777	3.079915	3.133789	2.135986
254272_at	-1.0127	-1.0304	-0.7019	-0.98193	-1.1582	-0.75171
254273_at	0.294922	0.103638	0.751709	0.096842	0.188965	0.828369
254275_at	2.722331	1.932251	3.117676	2.589681	2.130859	3.138428
254276_at	-0.42578	-0.15369	-0.5686	-0.52262	0.32959	-0.61157
254278_at	0.621745	0.980591	0.813477	0.748535	1.085938	0.859863
254279_at	0.87793	1.240356	0.495605	0.835775	1.266113	0.511719
254280_at	-0.80339	-0.77698	-0.57349	-0.77555	-0.75293	-0.66943
254281_at	-2.02246	-1.41077	-2.68774	-1.57666	-1.40063	-2.979
254284_at	-0.49512	-0.39514	-0.66895	-0.38786	-0.38062	-0.95166
254286_at	-3.22673	-2.9696	-2.3606	-3.17253	-2.35107	-2.50977
254290_at	-3.01107	-3.06409	-3.04297	-2.97412	-3.31946	-2.99121
254291_at	-0.01432	0.21228	-0.46411	0.131999	0.595703	-0.33374
254293_at	-1.33757	-1.60437	-1.26563	-1.4904	-1.66943	-1.12573
254298_at	4.643555	4.634888	3.38916	4.639811	4.481934	3.253174
254299_at	-0.19824	0.485962	-0.88354	-0.24202	0.563965	-0.84717
254300_at	-2.25065	-1.85779	-2.4187	-1.89762	-1.50464	-2.49731
254303_at	0.239258	0.207397	-0.94922	-0.02458	-0.05444	-0.67139
254304_at	-2.01204	-1.87097	-1.81665	-2.22705	-2.04028	-2.22729
254305_at	0.389648	0.884155	-0.2915	0.373861	0.740723	-0.49902
254306_at	0.746745	1.087524	1.035645	0.799316	1.098633	0.99292
254319_at	-0.79688	-1.54138	-0.42163	-0.78564	-1.57495	-0.7146
254320_at	-1.48535	-1.151	-1.37476	-1.49561	-0.97314	-1.59399
254321_at	-1.19954	-1.09875	-0.73755	-1.00537	-0.52759	-0.86182
254328_at	2.479492	3.276978	2.577637	2.51416	3.396484	2.500244
254329_at	0.153646	0.484009	-0.04541	0.113118	0.3125	-0.04956
254331_s_at	2.485352	3.079224	1.240234	2.872233	3.351074	1.168701
254332_at	-1.57031	-1.48059	-2.45703	-1.57145	-1.50562	-2.83545
254333_at	1.062174	1.032837	0.463623	1.21403	1.182617	0.333984
254335_at	0.430664	1.168091	-0.23267	0.778483	1.197754	-0.09399
254340_at	-1.3597	-2.28357	-0.39038	-1.76449	-2.66992	-0.38892
254341_at	-1.14355	-1.20642	-0.41113	-1.15511	-1.30762	-0.65625
254342_at	-0.03158	-0.36096	0.899658	-0.21761	-0.57739	0.92749
254343_at	1.838867	0.888306	0.52124	1.974447	1.86084	0.883301
254345_at	1.158529	0.838989	1.862793	1.015462	0.970703	1.907959
254346_at	0.274089	0.980103	-0.04419	0.665527	1.090088	-0.15015
254348_at	0.620117	0.852905	0.5271	0.866048	1.104004	0.422119
254351_at	-1.05208	-1.35974	-0.18457	-1.04639	-1.19995	-0.18774
254352_at	-2.1556	-2.38367	-0.90137	-2.08545	-2.38477	-0.97778
254353_s_at	0.435221	0.420288	0.946777	0.481934	0.41748	0.995361
254355_at	-0.36816	-0.3092	0.988525	-0.65218	-0.36938	1.076904
254356_at	1.164388	0.765259	1.627441	0.937663	0.529785	1.465576
254357_at	2.090169	2.385376	1.916504	2.010905	2.459473	1.87915
254358_at	2.807617	2.467407	2.75293	2.809082	2.564941	2.79126
254359_at	-0.4248	-0.32336	0.333008	-0.39176	-0.47363	0.376709
254360_at	-0.8099	-0.75793	-1.38086	-0.86507	-0.86475	-1.38672
254363_at	2.091471	0.382202	2.130859	1.615723	0.04834	2.385986
254367_at	-2.41309	-2.52356	-2.60425	-2.64567	-2.38062	-2.59106
254368_at	0.576497	0.462524	1.173828	0.508952	0.410889	1.248779
254369_at	-1.56315	-1.96423	-1.79932	-1.3527	-2.13794	-1.4834
254370_at	0.501628	-0.36023	1.700684	0.366048	-0.57666	1.614502
254372_at	1.767253	2.043091	2.494629	1.852702	2.163574	2.32251
254375_at	-0.0293	-0.18445	0.33667	0.17334	0.110596	0.299316
254376_at	1.47819	1.643677	1.476563	1.410645	1.651367	1.325439
254377_at	-0.94303	-0.96619	-2.84375	-0.9637	-1.61646	-2.96619
254378_at	0.548177	1.030396	0.347656	0.503418	0.953369	0.327637
254384_at	1.068034	0.494263	1.739258	0.921061	0.878906	1.745361
254386_at	5.288086	5.408813	4.96875	5.292806	5.438965	4.898682
254388_at	2.80957	2.69397	2.21875	2.64502	2.509766	2.250244
254389_s_at	-0.06934	1.18811	-0.77466	0.346191	1.333496	-0.74854
254390_at	-2.22559	-1.85632	-2.43652	-1.86637	-1.22632	-2.57178
254393_at	-0.0612	0.341919	-0.27856	0.11084	0.654297	-0.41309
254398_at	5.217122	5.010864	4.180664	5.13265	4.850586	4.141357
254399_at	2.124674	2.032837	2.628906	1.981608	2.101074	2.587158
254402_at	-1.33496	-2.01453	-3.16565	-1.47445	-2.00537	-2.90576
254405_at	-1.24544	-0.68005	-1.46851	-1.05615	-0.77051	-1.68799
254409_at	-2.18913	-1.73596	-3.01172	-1.86344	-1.58887	-2.72876
254410_at	-2.61947	-2.26892	-1.96216	-2.35628	-2.38159	-1.91284
254412_at	-1.05924	-1.20105	-1.03198	-1.2124	-1.29395	-0.98389
254417_at	0.835286	0.505981	0.888916	0.565918	0.506348	0.849854
254418_at	-2.46582	-2.17419	-2.42261	-2.34521	-2.34668	-2.552
254422_at	-0.29297	-0.00696	-0.61157	-0.39893	0.091064	-0.64966
254423_at	-1.07389	-0.91052	-1.03857	-1.02425	-0.70801	-0.95996
254425_at	1.777669	2.026001	1.479492	1.902832	2.103027	1.390381
254427_at	0.256185	0.025269	0.141846	-0.09066	-0.39551	0.147217
254428_at	1.038086	1.42981	0.746338	1.171061	1.581543	0.712646
254429_at	3.641602	3.539673	3.682617	3.710775	3.587891	3.655029
254431_at	-0.30208	-0.20764	-2.04199	-0.37874	-0.08276	-1.95361
254432_at	-0.49837	0.265991	-2.17651	0.076009	1.124512	-1.28345
254433_at	2.379883	2.336548	1.881348	2.469889	2.263184	1.877686
254434_at	-1.27474	-0.43958	-1.62988	-0.98682	-0.27856	-1.61011
254438_at	1.680013	1.270142	2.341309	1.689941	1.375977	2.419189
254442_at	-1.54199	-2.00403	-1.11401	-1.73031	-2.27588	-1.10034
254444_at	1.017904	0.204468	1.12793	0.562012	0.011719	1.287842
254445_at	-1.80827	-2.08044	-1.07422	-2.16195	-2.47119	-1.0415
254446_at	2.292643	2.209595	2.333984	2.25179	2.175781	2.306885
254448_at	1.126628	1.151978	0.655273	1.115723	0.734863	0.593018
254449_at	-1.4541	-2.06091	-0.98877	-1.58154	-1.53833	-0.88062
254451_at	-0.45573	-0.32239	0.298096	-0.58415	-0.34619	0.307861
254452_at	-0.07454	-0.7677	0.704346	-0.44385	-0.67383	0.745361
254455_at	-1.45866	-1.92957	-0.55762	-1.55745	-1.66943	-0.27246
254456_at	1.601237	1.436157	2.20459	1.643066	1.663086	2.168701
254457_at	-2.62988	-3.21045	-1.62744	-2.52002	-3.14905	-1.55713
254458_at	-1.00065	-1.0824	-0.7063	-0.93929	-1.00903	-0.54077
254460_at	3.402669	3.568481	1.438477	3.40804	3.584473	1.470459
254462_at	3.678711	3.419556	3.654297	3.559733	3.497559	3.525146
254463_at	0.145833	0.041382	0.722412	0.212728	0.057617	0.80127
254464_at	-0.57227	-1.04382	-0.45728	-0.72803	-0.96777	-0.323
254466_at	-0.96322	-1.95056	0.103516	-0.99919	-2.23462	0.079102
254475_at	0.102214	-1.43616	0.995117	-0.41585	-1.26929	1.020752
254476_at	0.116862	0.814087	-0.10571	0.386556	0.818115	-0.25146
254477_at	0.544922	0.710571	0.139648	0.537598	0.647461	0.124268
254478_at	0.457031	0.616577	0.355469	0.480306	0.819336	0.363525
254480_at	5.586263	5.232544	5.050293	5.486816	5.131836	5.010498
254481_at	0.37207	0.113892	0.531006	0.368327	0.399414	0.56958
254483_at	-2.02865	-2.63245	-1.22437	-2.11963	-2.58911	-1.09961
254484_at	0.138021	-0.17346	-0.74316	-0.37419	-0.48169	-0.81226
254485_at	1.507487	1.301392	0.601562	1.290853	1.039063	0.515381
254487_at	0.323568	0.224487	-1.50732	0.439616	0.477783	-1.44165
254491_at	-0.36751	-0.37634	-0.80298	-0.44287	-0.26709	-0.96655
254492_at	3.686523	3.959595	1.334473	3.705566	3.986328	1.21875
254493_at	-0.71582	-1.41345	0.929687	-1.15576	-1.20166	1.012451
254496_at	-0.17253	0.031372	-1.27783	-0.1014	-0.27588	-1.54565
254501_at	0.201823	-1.09094	0.524658	-0.30257	-1.30615	0.656006
254502_at	1.665039	0.140747	1.90332	1.179525	-0.00806	1.934814
254503_at	0.919271	0.710571	1.056152	0.743978	0.777588	1.152588
254504_at	0.225911	0.175415	0.564209	-0.02393	0.015381	0.579346
254505_at	1.333008	0.733032	0.63623	1.12028	0.607178	0.695557
254508_at	0.255208	0.881958	-0.16626	0.469564	0.945313	-0.30908
254515_at	0.758789	0.409302	-0.07202	0.729004	0.156494	-0.04517
254517_at	-2.35156	-2.4071	-2.66162	-2.5708	-2.54077	-2.55933
254520_at	-0.7181	-0.13171	-2.99402	-0.55941	-0.06006	-3.14001
254526_at	-0.5332	-0.44275	-0.06787	-0.31755	-0.45435	0.052002
254527_at	-0.78743	-1.1095	-0.21582	-1.1779	-1.20361	-0.18726
254529_at	-0.81348	-0.95447	-1.02979	-0.88395	-0.93726	-0.80713
254530_at	1.716471	2.581665	1.750488	2.019368	2.828125	1.694092
254532_at	-0.07031	-0.41443	-0.91846	0.185384	-0.12231	-1.01025
254533_at	-0.11654	0.40686	-1.15161	0.164551	0.52832	-1.06006
254535_at	1.260742	0.670288	1.220215	0.930827	0.382324	1.327393
254543_at	-1.55143	-2.73425	-1.49829	-2.33805	-2.12354	-1.36011
254545_at	0.593099	0.545776	-1.41943	0.701009	0.508301	-1.62256
254547_at	1.308919	1.949341	0.426025	1.437337	1.850098	0.329346
254549_at	0.800456	1.486938	-0.10498	1.139811	1.869629	-0.17383
254553_at	2.313477	1.989868	0.008301	2.296712	1.893555	0.045166
254557_at	0.181315	0.342651	-0.12012	0.085775	0.343018	-0.19238
254558_at	-0.90755	-0.86804	-0.86255	-0.79932	-0.79175	-0.92676
254559_at	1.180664	2.308228	-1.03516	1.465983	2.86377	-1.08252
254560_at	1.029297	0.886353	0.802734	0.955566	0.814697	0.824219
254561_at	1.375977	1.636353	0.63208	1.367025	1.221191	0.672852
254563_at	3.107096	3.270142	1.494629	3.087077	3.022949	1.457764
254572_at	-1.0026	-2.97925	-0.65967	-1.01676	-3.11609	-0.49829
254573_at	-1.27734	-0.33362	-0.56885	-1.03499	-0.20264	-0.71021
254576_at	0.62793	0.678345	0.606934	0.37972	0.426025	0.5271
254577_at	0.191406	0.585327	-0.50366	0.465983	0.583252	-0.47046
254578_at	3.969076	4.224243	2.937988	4.070801	4.13916	2.943115
254580_at	0.825195	1.491821	-0.50439	0.855632	1.529297	-0.52466
254584_at	-1.43815	-1.68884	-1.55688	-1.3348	-1.71069	-1.5957
254585_at	0.672852	0.58313	-0.0752	0.574382	0.375	-0.05469
254586_at	-1.17773	-1.13977	-1.78979	-1.14502	-1.19897	-1.75806
254592_at	-1.06576	-0.88196	-2.06519	-0.62419	-0.3938	-1.85205
254593_s_at	-1.20638	-1.3573	-0.16602	-1.2723	-1.36475	-0.17285
254594_at	0.19694	0.726685	-0.58472	0.503092	0.975342	-0.58643
254596_at	-0.22266	0.222778	-1.0293	-0.39079	0.100342	-0.88037
254601_at	-2.22721	-3.229	-1.49463	-2.07731	-2.97314	-1.45825
254602_at	-0.17969	0.119019	-0.28613	-0.2085	0.11792	-0.12427
254603_at	-1.85775	-1.36853	-1.94385	-1.42301	-1.20386	-1.89722
254604_at	-0.54818	-0.67737	-0.90576	-0.38786	-0.74487	-1.07324
254605_at	-0.55013	-1.0448	-1.08081	-0.66683	-0.78027	-0.99316
254608_at	-0.27474	-0.62415	0.498047	-0.41553	-0.85571	0.254639
254609_at	1.228841	-0.90466	1.762207	0.945801	-1.63184	1.640381
254610_at	-1.37695	-1.87415	-0.02319	-1.34814	-1.76978	-0.03198
254612_at	1.525716	1.09729	1.343262	1.350098	0.786133	1.406982
254613_at	-0.69727	-0.65393	-0.22974	-0.57015	-0.61377	-0.17651
254615_at	2.133138	1.705688	2.639648	1.848796	1.539551	2.667725
254616_at	1.545247	1.923462	0.811768	1.467285	1.632324	0.801758
254617_s_at	4.257487	3.561157	4.993652	3.973145	3.671387	5.006104
254620_at	0.552083	0.246216	0.949707	0.45459	0.104004	0.928467
254621_at	-1.2194	-1.40979	-1.20068	-1.32471	-1.44482	-1.21777
254623_at	4.364909	3.901001	3.871582	4.261556	3.776855	3.917725
254624_at	-2.16829	-0.73596	-3.02637	-2.18799	-0.5835	-3.19153
254626_at	-0.139	0.108276	0.054443	0.050618	0.007812	0.016602
254628_at	0.152669	0.069702	0.813721	0.174316	0.190186	0.831787
254629_at	-2.33984	-3.15881	-4.1665	-2.48161	-3.71875	-3.96838
254633_at	-1.34668	-2.54504	-2.04175	-1.70166	-3.42432	-2.15576
254636_at	0.267904	0.860229	-0.21851	0.375488	0.777832	-0.23877
254638_at	0.388672	0.793579	-1.32642	0.301921	0.546143	-1.49487
254639_at	-1.43783	-2.69299	-0.27759	-1.993	-2.80811	-0.14868
254641_at	-0.14355	0.033813	-0.00098	0.03597	0.121826	-0.0708
254642_at	0.648112	0.454712	-0.43628	0.539876	0.273438	-0.33398
254643_at	-0.37435	-1.16077	-0.30347	-0.74756	-1.1792	-0.34033
254645_at	-1.54883	-1.96765	-1.21704	-1.94515	-2.03198	-1.0022
254649_at	0.146159	-0.27722	0.600342	-0.10661	-0.52905	0.5625
254651_at	-1.05469	-0.69592	-1.30005	-1.12028	-0.86157	-1.44849
254654_at	2.076497	1.721802	2.780273	1.960775	1.931152	2.820557
254655_s_at	4.774414	4.149048	5.080566	4.58252	3.987793	5.051514
254656_at	0.549154	0.863403	0.472168	0.529134	1.004395	0.433105
254657_s_at	-1.48991	-1.51746	-2.75403	-1.54671	-1.2666	-3.0752
254658_at	0.152018	0.287231	-0.39526	-0.04574	0.174805	-0.55615
254659_at	2.018555	2.134888	0.833496	1.88916	1.788086	0.896973
254661_at	-1.8929	-1.45447	-1.75952	-2.14209	-1.63672	-1.65601
254663_at	-1.33203	-2.19006	-1.35913	-1.41715	-2.4209	-1.16187
254664_at	-1.73145	-1.8844	-1.46143	-1.72868	-1.67676	-1.40259
254667_at	-0.2334	-0.42444	-1.88672	-0.06006	0.164551	-1.85669
254669_at	2.541341	2.434692	1.510742	2.438639	2.156738	1.426025
254670_at	0.54069	0.385132	1.098145	0.379069	0.135254	1.153564
254675_at	-1.41113	-1.7074	-1.15576	-1.82178	-1.7832	-1.07446
254676_at	-0.94694	-1.44836	-0.73999	-1.25537	-1.97412	-0.86572
254679_at	-0.85124	-0.2738	-1.64746	-0.59489	-0.48608	-1.7793
254680_at	0.247396	-0.13489	-0.19922	-0.08773	-0.21606	-0.12061
254681_at	-2.10579	-1.60632	-2.48779	-1.78532	-1.7041	-2.42358
254682_at	0.141276	0.359741	0.43335	0.040527	0.305176	0.466553
254684_at	3.667643	3.022095	4.240234	3.309082	3.069824	4.332275
254686_at	1.49707	0.818726	1.674805	1.264811	0.807129	1.746826
254687_at	1.72168	3.082153	-0.71631	1.986816	3.120605	-0.93921
254688_at	-0.32357	0.904175	-0.96021	-0.09684	0.54248	-1.25977
254690_at	0.950521	1.403442	0.513184	1.062663	1.688477	0.535156
254691_at	0.106445	0.941528	-1.52905	0.227376	0.995117	-1.47729
254693_at	0.122721	0.866089	-0.49194	0.363118	0.77002	-0.66626
254694_at	-0.7181	0.470337	-1.71582	-0.01383	0.729248	-1.61304
254695_at	-2.31836	-2.62537	-2.84155	-2.16488	-2.69116	-3.15344
254701_at	2.347331	2.358032	2.753906	2.275879	2.138672	2.601807
254702_at	0.457031	0.612671	-0.23218	0.609538	0.719238	-0.13623
254703_at	-1.1569	-1.31213	-0.60303	-1.2251	-1.29614	-0.67505
254704_at	-0.76465	-0.93323	-0.92529	-0.90706	-1.52808	-0.66162
254705_at	1.445638	1.783813	1.344727	1.495931	1.852539	1.227783
254706_at	-1.39616	-1.6178	-0.59448	-1.55843	-1.52368	-0.60596
254709_at	0.961263	1.127075	1.253906	0.76416	1.196777	1.145264
254711_at	0.24056	-0.00232	0.276123	0.201986	-0.02368	0.239258
254715_at	-0.5446	-0.09216	-1.33228	-0.48877	-0.40674	-1.2627
254716_at	-1.21257	0.150024	-3.21387	-1.09912	0.09668	-3.18408
254719_at	-2.22331	-3.08813	-2.90894	-2.71208	-3.45984	-2.73218
254721_at	2.554362	2.190063	3.20459	2.525879	2.253418	3.076904
254722_at	0.887044	1.869263	-0.18042	1.077637	1.748047	-0.37207
