Probe_Set_ID	Lsmean_ A _expanding	Lsmean_ A_fullexpand	Lsmean_A_primordia	Lsmean_ E_expanding	Lsmean_ E_fullexpand	Lsmean_E_primordia
251170_at	0.410482	0.618042	-0.23242	0.612142	0.638672	-0.06641
251171_at	-1.62728	-1.51013	-1.64771	-1.49333	-1.63892	-1.56323
251172_at	2.435872	1.572876	2.264648	2.329915	1.403809	2.469482
251173_at	-1.4554	-1.95984	-1.20044	-1.72803	-1.93311	-1.22778
251174_at	0.130534	-0.64539	0.841797	-0.08382	-1.24634	0.777344
251175_at	-0.83822	-0.91394	0.540771	-1.05648	-0.9624	0.593994
251177_at	-0.61784	-0.80994	-0.37134	-0.6141	-0.8894	-0.18896
251179_at	-0.27702	-0.34802	0.14917	-0.38883	-0.46973	0.345459
251181_at	1.048503	0.388306	-1.33398	0.938965	0.289307	-1.11084
251182_at	1.550456	1.832153	1.764648	2.114421	2.331543	1.786865
251183_at	0.718099	0.322876	0.348145	0.741699	0.463623	0.221924
251184_at	2.405273	2.083618	3.027832	2.223145	2.117188	3.083252
251185_at	4.708659	4.072388	5.151367	4.514811	4.181641	5.179932
251186_at	1.369466	1.268677	1.07373	1.274577	1.338379	1.124268
251187_at	-1.72396	-1.38416	-1.89648	-1.70654	-1.18237	-1.71362
251189_at	1.179362	1.43811	1.385742	1.321452	1.664551	1.198486
251192_at	-0.51595	-0.69177	0.344727	-0.45719	-0.42285	0.184082
251193_at	2.351888	1.598755	1.755371	2.090332	1.379883	1.840088
251194_at	-2.67497	-2.03357	-1.72827	-2.20492	-1.92578	-1.64087
251198_at	0.04069	0.378784	0.04248	0.044108	0.338623	-0.14526
251199_at	1.051107	1.295044	1.017578	1.029785	1.086914	0.917725
251203_at	-1.389	-1.48206	-1.35107	-1.15055	-1.59448	-1.25464
251205_at	0.899414	1.363403	-0.1709	1.155436	1.693848	-0.17896
251208_at	-0.47168	-0.17029	-0.85352	-0.58057	-0.18311	-0.79688
251210_at	0.248372	0.010864	0.709473	0.311035	0.156494	0.77417
251211_s_at	-0.4681	-0.58264	-0.68042	-0.35986	-0.75122	-0.70923
251217_at	0.904948	1.380005	0.623291	1.050618	1.524902	0.637451
251218_at	5.180013	5.376099	3.303223	5.03304	5.231445	3.17749
251219_at	-0.51725	-1.0116	-0.29395	-0.56462	-1.54175	-0.20947
251220_at	2.295247	2.102661	2.450684	2.353353	2.182617	2.426025
251221_at	3.02181	3.346313	0.808594	2.956868	2.943359	0.712646
251222_at	0.670573	1.245239	0.307861	0.79834	1.309082	0.230225
251224_at	-1.03255	-1.41541	-0.6792	-1.21989	-1.50439	-0.63916
251225_at	0.202799	0.786987	-1.31567	0.521322	0.555176	-1.68628
251227_at	1.793294	1.903931	1.317383	1.725749	1.250977	1.081299
251230_at	0.218099	0.683472	-0.59546	0.135254	0.156738	-0.62256
251233_at	-0.5625	-0.40417	-0.76978	-0.67041	-0.53418	-0.69409
251234_s_at	0.490234	0.898315	0.811279	0.584147	0.958496	0.772217
251237_at	1.418945	1.359497	1.396484	1.580566	1.503418	1.341064
251240_at	-0.45443	-0.36682	-0.01978	-0.49137	-0.11426	0.040039
251241_s_at	4.049805	3.315552	3.856934	3.742025	3.26123	3.934326
251242_at	1.576497	1.269165	1.996582	1.604655	1.369629	1.997803
251243_at	3.871419	3.824829	2.783203	3.740723	3.581055	2.774658
251244_at	-0.18327	-1.11707	0.956055	-0.60368	-1.33179	0.922607
251247_at	-0.7959	-0.70618	-0.8103	-0.87614	-0.65894	-1.01245
251249_at	-1.71159	-2.35461	-2.77209	-1.96143	-2.95093	-2.77734
251251_at	-0.67188	-0.46545	-0.63916	-0.57308	-0.53149	-0.55249
251253_at	0.406576	0.428345	0.070068	0.500814	0.588135	0.22583
251254_at	-2.17708	-2.38855	-2.76099	-2.33675	-2.76721	-2.42969
251256_at	-1.27051	-1.92468	-0.34204	-1.32992	-2.15991	-0.26465
251257_at	4.293945	4.741821	4.284668	4.363118	4.618164	4.193604
251260_at	-0.3265	-0.43347	0.023682	-0.19515	-0.44238	0.023438
251261_at	1.506185	1.213989	0.937988	1.513509	1.004639	0.797119
251262_at	-1.87565	-2.32678	-1.84937	-2.30876	-2.29761	-1.88135
251263_at	0.551432	1.120728	0.3479	0.660319	1.063477	0.273193
251264_at	2.205404	1.706177	2.690918	2.130046	1.774902	2.775146
251265_at	0.21875	-0.37903	0.982422	0.030436	-0.40796	1.014404
251267_at	-1.3125	-1.4762	-1.19971	-1.43604	-1.49805	-1.04248
251269_at	1.357747	1.150513	1.702148	1.322103	1.266602	1.745361
251270_at	0.29069	0.144409	-0.15771	0.311035	0.306885	-0.11304
251272_at	-1.31608	-0.68079	-0.74854	-1.25505	-0.36206	-0.83325
251273_at	-0.4209	-0.06677	-0.69727	-0.12777	-0.0022	-0.58252
251274_at	-0.85026	-0.7533	-0.69922	-0.98161	-1.10181	-0.73047
251276_at	-2.97689	-3.18176	-2.63721	-2.62223	-2.93372	-2.53613
251278_at	-0.83952	-1.39832	-0.26489	-1.2391	-1.67993	-0.13379
251279_at	-2.01335	-1.95154	-1.58081	-1.70361	-1.9563	-1.68164
251281_at	0.077148	-0.19934	0.624512	0.093587	-0.05249	0.781494
251283_at	-1.00098	-0.21545	-0.92261	-0.79313	-0.31738	-1.2063
251285_at	1.014648	0.276489	1.320801	0.881022	0.297852	1.385498
251286_at	-0.02279	0.140503	-0.22241	0.005046	0.183594	-0.30469
251287_at	1.152669	0.217651	1.649414	1.042806	0.057861	1.575928
251288_at	-0.53158	-0.7511	0.646973	-0.57275	-0.70386	0.779785
251289_at	-1.46452	-1.57678	-0.0564	-1.55387	-1.70557	-0.26733
251290_at	-2.0638	-1.95081	-2.40259	-2.10726	-2.15381	-2.25
251296_at	0.591797	0.585327	0.546875	0.577637	0.40332	0.651611
251297_at	-0.24414	-0.98108	-1.61548	-0.52002	-1.53564	-1.59863
251299_at	-0.87826	-2.47302	-1.40723	-1.32796	-3.26599	-1.23877
251300_at	-0.69141	-0.40491	-0.47485	-0.4318	-0.23779	-0.43896
251302_at	-0.91829	-1.25085	-0.86987	-0.90739	-1.46143	-0.96533
251304_at	-2.82747	-2.68738	-2.66504	-3.04671	-2.31787	-2.73682
251305_at	5.769206	5.428345	5.0625	5.575358	5.225586	5.070068
251306_at	1.89681	2.387817	0.931641	1.899577	1.927246	0.9104
251307_at	0.619141	1.528931	-0.17603	0.731934	1.563965	-0.18481
251308_at	0.379557	0.276489	0.205322	0.178874	-0.08984	0.119385
251309_at	1.155924	1.861938	0.3479	1.158691	1.724609	0.25
251310_at	0.486654	0.194214	0.57251	0.447754	0.034424	0.400146
251313_at	-2.0153	-2.91455	-1.39087	-2.64535	-2.92773	-1.33008
251314_at	-0.03841	0.255493	-0.22461	0.036947	0.209229	-0.35059
251316_s_at	0.306966	0.481079	0.540039	0.578288	0.508057	0.526611
251317_at	-2.1237	-2.97107	-0.19141	-2.41227	-2.99841	-0.00513
251318_at	-0.94141	-0.73914	-0.77686	-0.79411	-0.59766	-1.03491
251320_at	-1.45833	-1.31116	-1.16479	-1.64144	-1.10815	-1.23291
251321_at	0.742513	1.109009	0.357666	1.027832	1.19043	0.364014
251322_at	4.335612	4.485962	3.351074	4.430176	4.54834	3.38208
251323_at	1.58431	2.085571	1.112793	1.469889	1.873535	1.05542
251324_at	2.533529	2.996216	1.426758	2.536947	2.787109	1.392334
251325_s_at	5.966471	5.854614	4.983398	5.914551	5.74707	4.935303
251326_at	-1.60221	-1.66833	-1.75952	-1.87679	-2.07813	-1.37646
251327_at	0.012695	0.050171	-0.12012	0.143717	0.275391	-0.08936
251328_at	1.107096	0.876587	0.735107	1.068197	0.923828	0.67627
251330_at	-0.68099	-1.33093	-0.62769	-0.7443	-1.51123	-0.83813
251331_s_at	0.029622	-0.42786	1.303711	-0.01351	-0.52344	1.302979
251332_at	-0.5127	-0.59094	-0.26685	-0.45589	-0.39502	-0.36572
251333_at	-0.14714	-0.47253	-0.55029	-0.47673	-0.77222	-0.34692
251337_at	2.579102	2.335083	2.924805	2.447754	2.501465	2.918213
251338_at	2.050456	2.189087	2.447754	2.118978	2.200684	2.471436
251340_at	0.130534	-0.35168	0.849121	0.049316	-0.36353	0.892822
251341_at	3.955404	3.222778	4.603027	3.756999	3.328613	4.636963
251342_at	-0.32975	0.283081	-1.35132	-0.14762	0.672852	-1.23779
251343_at	0.297526	-0.55554	-0.28101	0.000814	-0.59082	-0.27808
251346_at	-0.90462	-0.77893	-0.02417	-1.02295	-0.71802	0.09668
251347_at	-0.56706	-0.93176	-1.04785	-0.5721	-0.6189	-1.18188
251348_at	-2.89714	-2.65662	-3.24121	-2.7762	-3.27673	-3.1217
251349_s_at	-1.27083	-1.13269	-1.70752	-0.90771	-1.29004	-1.69336
251351_s_at	1.403971	0.994263	1.648926	1.400228	0.907959	1.623291
251352_at	1.138997	1.291138	1.100586	0.866048	1.341797	1.111084
251353_at	1.342773	1.653931	0.179687	1.268066	1.410156	0.159424
251355_at	0.069987	-0.38196	0.914063	-0.30778	-0.3894	0.957764
251356_at	-2.27279	-1.32263	-1.90991	-1.8641	-1.53979	-1.60107
251357_at	4.625977	3.7677	5.328125	4.307129	3.956055	5.329834
251358_at	-2.56087	-1.70935	-3.09985	-2.61247	-1.53833	-3.33154
251362_at	0.611654	0.421997	1.228027	0.610514	0.465576	1.282959
251365_at	0.265299	-0.28333	1.783691	0.031413	-0.42822	1.805908
251367_at	-1.86654	-1.81384	-1.60986	-2.2557	-1.96875	-1.85815
251368_at	-1.20638	-0.86194	-2.4082	-1.21045	-0.78247	-2.46216
251369_at	-0.53223	-0.17444	-0.71631	-0.34294	0.009033	-0.70142
251370_at	0.75651	0.954956	0.637207	1.223145	1.278809	0.513184
251371_at	-0.72819	-1.34875	0.708984	-1.26058	-1.22217	0.804199
251372_at	-1.16276	-0.08997	-1.34595	-0.76579	0.317139	-1.55347
251373_at	-0.76302	0.063599	-0.07544	-0.75212	-0.00146	0.010254
251375_at	-2.04525	-1.79578	-2.09351	-1.72542	-1.52856	-1.99658
251376_at	0.947591	0.75354	0.590088	0.833171	0.580078	0.526855
251379_at	-1.86719	-2.12	-1.69116	-1.93538	-2.33154	-1.7959
251383_at	-1.10124	-1.20349	-0.72266	-0.94092	-1.31982	-0.81128
251386_at	-0.09538	0.095581	0.306152	0.087077	0.571533	0.275635
251387_at	0.681966	0.736694	0.328857	0.655762	0.545166	0.344482
251388_at	-2.02897	-3.15698	-1.74902	-2.46956	-3.39661	-1.65991
251389_at	-1.34277	-1.09338	-1.55347	-1.15479	-1.24414	-1.6626
251390_at	1.179362	0.984741	0.74585	1.201009	1.143066	0.748047
251391_at	0.131185	0.718872	-0.36475	0.114095	0.446045	-0.29272
251392_at	0.192708	-0.55334	0.629639	-0.10368	-0.40698	0.699219
251393_at	-1.40951	-0.54016	-1.11694	-0.99821	-0.42261	-1.17114
251395_at	2.87793	2.039185	2.69873	2.680827	1.273926	2.665771
251396_at	5.604492	5.437134	4.63623	5.547363	5.17334	4.678467
251399_at	-0.42513	0.030396	-1.28442	-0.51546	-0.05469	-1.14819
251400_at	1.439128	1.910767	-2.31885	2.161296	2.255371	-1.6333
251402_at	-0.7194	-0.57898	-2.3374	-0.70296	-0.70093	-2.2063
251403_at	0.988607	1.763794	0.221924	1.271322	1.608398	0.183594
251406_at	-0.58203	-0.58606	-0.19507	-0.32471	-0.16895	-0.25122
251407_at	-0.93034	-1.23792	-1.54736	-0.76416	-1.37451	-1.38062
251408_at	1.036784	1.464478	0.996582	1.112467	1.332031	0.922607
251409_at	5.194336	4.56604	5.46875	5.083822	4.612793	5.434814
251411_at	0.388997	0.412964	1.094238	0.284342	0.643311	0.908936
251413_at	2.591471	2.688599	1.55127	2.783691	2.513672	1.566162
251414_at	2.013346	1.182739	1.746582	1.663249	0.956543	1.80249
251415_at	-0.21061	-0.51941	-0.19067	-0.4318	-0.94751	-0.14209
251416_at	-2.45736	-2.45911	-2.18042	-2.396	-2.58838	-2.13696
251418_at	0.308594	0.115356	-0.67236	0.171712	0.158447	-0.48926
251421_at	-1.00326	-1.52625	-1.19702	-1.43343	-1.50317	-1.10547
251422_at	-1.61556	-0.56458	-1.39014	-0.25049	0.362549	-1.51953
251425_at	2.648763	1.864868	3.01123	2.299967	1.668945	2.95874
251426_at	-0.64518	0.576538	-1.69165	-0.31885	0.980225	-1.52417
251427_at	0.833333	1.411255	0.086182	0.893717	1.242188	0.044434
251429_at	0.848307	0.94397	1.402832	0.986491	1.221191	1.345947
251431_at	1.339518	1.275024	1.35498	1.335124	1.32666	1.429932
251432_at	-0.68164	-0.54065	-0.12939	-0.46729	0.084473	0.019043
251437_at	-0.0472	0.135864	-0.52808	0.016764	0.054688	-0.5686
251439_at	-0.35645	0.201294	-0.69165	-0.30485	0.130859	-0.75391
251442_at	2.293945	1.798462	1.550293	2.133952	1.780762	1.641357
251443_at	1.073893	1.984985	-0.42236	1.27002	1.926758	-0.40747
251444_at	1.049154	0.968872	1.555176	0.891764	1.019531	1.573975
251445_at	0.611654	0.206421	0.094971	0.292155	-0.09521	0.17749
251446_at	0.964518	0.256714	1.236816	0.662923	0.292969	1.400146
251447_at	0.384115	0.649048	0.778564	0.436361	0.866211	0.774658
251449_at	2.728841	2.326294	2.786621	2.515462	2.416992	2.793701
251450_at	0.857747	1.36731	0.851563	0.943197	1.224609	0.838135
251451_s_at	-1.98275	-2.36169	-1.55322	-2.2391	-2.34546	-1.64063
251453_at	-0.7972	-0.58923	-0.97656	-0.57503	-0.73584	-1.20654
251454_at	-0.25977	0.130005	-0.79443	-0.257	0.049561	-0.95728
251457_s_at	-1.05078	-0.71057	-2.22314	-0.66585	0.042969	-2.17432
251460_at	-0.39909	-0.224	-0.59424	-0.19417	-0.1709	-0.6062
251461_at	2.471029	2.403442	0.843262	2.27002	1.53418	1.374268
251463_at	-0.49382	-0.74475	0.165527	-0.56592	-0.77832	0.114014
251464_at	0.36849	0.461792	0.52417	0.301921	0.579102	0.564209
251465_at	-0.1416	0.113159	-0.09888	-0.03044	-0.00195	-0.07642
251467_at	-2.11133	-1.93982	-1.50146	-1.89958	-1.84595	-1.61646
251470_at	-1.5957	-1.83972	-1.29614	-1.12777	-1.52026	-1.31055
251474_at	-1.28581	-1.55115	-0.88135	-1.36637	-1.44092	-0.86719
251475_at	-0.42057	-0.34705	-0.81177	-0.04834	-0.02832	-0.89355
251476_at	-0.78906	-1.93323	0.750244	-1.15413	-1.6438	0.802246
251483_at	0.219727	-0.49719	1.626953	-0.16455	-0.51587	1.727295
251484_at	-1.1224	-1.45984	-1.29419	-1.20003	-1.21509	-1.11328
251485_at	-2.35091	-2.45959	-1.46509	-2.53304	-2.75439	-1.46558
251486_at	3.900065	3.269165	4.690918	3.723145	3.210938	4.633057
251487_at	1.135091	0.90979	1.720215	1.096842	1.01416	1.760498
251490_at	-0.98861	-0.66443	-1.02124	-1.06331	-0.78784	-1.11963
251492_at	1.329753	1.290161	1.710938	1.191243	1.448242	1.692627
251493_at	0.398763	0.876831	-1.27856	0.582845	0.589111	-1.43701
251494_at	0.092122	1.183228	-0.81982	0.385905	0.95459	-0.93213
251495_at	1.069336	0.997192	1.30127	1.085775	1.254883	1.311768
251496_at	2.077148	1.349243	2.340332	1.71403	1.145508	2.410889
251499_at	-1.64616	-2.03137	-2.1377	-1.50146	-2.06006	-2.0188
251500_at	-0.00814	-0.51965	-0.30298	-0.15869	-0.63477	-0.30713
251503_at	-1.14746	-1.58167	-1.76001	-0.88232	-0.90527	-1.74219
251505_at	-0.27376	0.076294	-1.30249	-0.18962	0.186523	-1.32788
251506_at	-0.5306	-0.34216	-1.67334	-0.46143	-0.28906	-1.53271
251507_at	-1.87923	-1.33337	-3.31226	-1.40544	-1.17188	-3.28076
251508_at	-0.11784	0.560425	-1.14697	-0.04476	0.485352	-1.24121
251509_at	0.577148	-0.27698	1.374512	0.206217	-0.6731	1.105225
251516_s_at	1.339518	1.545044	0.998535	1.322754	1.523438	0.888916
251518_at	-1.99707	-1.86902	-1.60205	-1.82471	-1.85181	-1.54224
251519_at	2.889648	2.665649	2.37793	2.679525	2.379883	2.49585
251520_at	-0.75423	-0.31067	-0.89526	-0.67855	-0.34692	-0.63135
251523_at	-1.85677	-1.90515	-1.70264	-2.30257	-2.17554	-1.58643
251524_at	-0.46647	1.262817	-2.77539	-0.18376	1.345215	-2.66626
251525_at	-1.77572	-1.43665	-1.90259	-1.72998	-1.56323	-1.78687
251526_at	0.592448	0.512817	0.296143	0.773926	0.666748	0.222168
251528_at	-0.18783	-0.03479	-0.32007	0.036947	0.281982	-0.20435
251529_at	0.066406	-0.22791	0.203857	-0.02653	-0.10352	0.204834
251532_at	-0.98405	-0.95569	-0.77148	-1.01286	-0.84814	-0.8064
251533_at	-0.04785	-0.03113	-0.4895	-0.14014	0.0625	-0.48633
251534_at	0.008789	-0.47644	0.613037	-0.04867	-0.48096	0.809814
251536_at	4.663086	3.842896	4.70459	4.436686	3.804687	4.828857
251537_at	-0.02214	-0.17639	0.349854	-0.30745	-0.16089	0.316162
251538_at	-0.40983	-1.18274	1.053711	-0.89111	-0.93921	1.42749
251539_at	-0.47038	-0.48718	-0.21265	-0.48844	-0.62402	-0.21851
251541_at	0.289063	0.379761	0.103027	0.074056	0.477783	0.004639
251542_at	-0.6123	-0.44861	-0.63403	-0.50309	-0.50977	-0.44385
251544_at	-0.40234	-0.03601	-0.67212	-0.15413	-0.09839	-0.88916
251546_at	0.94043	0.336304	0.637939	0.637533	-0.0835	0.823486
251550_at	-2.57845	-2.84265	-1.55884	-2.27523	-2.68567	-1.53979
251551_at	2.856445	2.661743	2.83252	2.815592	2.558105	2.866943
251552_at	2.071289	1.337524	3.09668	1.792806	1.553711	3.153076
251554_at	-0.64909	0.002563	-0.98389	-0.75505	-0.02368	-1.06689
251556_at	-1.08496	-1.45007	-0.82837	-1.24463	-1.25464	-0.73633
251557_at	3.082357	3.351685	2.726563	3.111816	3.331055	2.664795
251558_at	-0.25098	-0.651	0.048584	-0.54053	-0.71387	0.158203
251559_at	0.942708	1.4552	-0.33325	0.893717	1.154785	-0.35474
251561_at	3.105143	3.226685	2.95166	3.155436	3.390625	2.952393
251562_at	0.504883	0.459839	0.811768	0.553874	0.43457	0.835938
251563_at	-1.45964	-1.74622	-0.82324	-1.45459	-1.56226	-0.8291
251573_at	2.584961	2.204224	2.237793	2.383301	1.943848	2.248291
251574_at	-1.56283	-1.72449	0.002197	-1.40674	-1.63232	-0.03564
251575_at	0.829753	0.047241	-2.03906	1.016113	-0.38428	-2.39526
251578_at	0.032227	-0.03992	0.333496	-0.17497	0.167725	0.412354
251579_at	0.903971	1.319946	1.049805	0.858887	1.349609	1.003662
251581_at	1.397461	1.329224	1.353516	1.225749	1.315918	1.420654
251582_at	-0.46875	-0.42639	-0.05127	-0.47152	-0.48047	-0.06909
251584_at	-0.3584	-1.31116	-1.34521	-0.50798	-1.302	-1.20581
251585_at	-2.52344	-2.8197	-2.32422	-2.68799	-2.46729	-2.39917
251586_at	0.313151	0.435913	0.070557	-0.14339	0.197021	0.04248
251588_at	-1.87109	-2.09729	-2.39502	-1.73714	-1.96948	-2.22461
251589_at	-0.44206	-0.21033	-0.31519	-0.49105	-0.25537	-0.33057
251591_at	-2.42839	-2.54724	-2.52515	-2.59766	-2.54004	-2.65088
251593_at	-1.42285	-1.90173	-0.03394	-1.59489	-1.93359	0.115234
251594_at	-0.3278	-0.599	-1.54004	-0.14632	-0.16162	-1.35059
251596_at	1.810872	1.61145	2.187012	1.56429	1.723633	2.070557
251597_at	-0.85938	-1.14758	-1.06519	-0.9917	-1.03149	-1.2644
251599_at	3.078451	2.198364	3.020508	2.803223	2.205078	3.046143
251600_at	-1.14941	-0.93103	-0.87671	-1.03337	-1.11768	-0.84668
251601_at	0.064128	0.174927	0.324951	0.188965	-0.11426	0.21875
251602_at	1.317383	1.50354	0.867676	1.484863	1.531738	0.931396
251610_at	-0.70833	-0.71252	0.332275	-0.69255	-0.46924	0.285645
251616_at	1.027018	0.88269	0.730957	0.884277	1.011719	0.769043
251619_at	-0.63086	-0.86316	-1.03516	-0.68083	-0.83374	-0.9541
251622_at	-0.29785	0.042847	-0.13452	-0.27588	0.139648	-0.13184
251623_at	-2.03288	-2.23303	-1.64136	-2.28402	-1.99976	-1.55298
251624_at	1.551107	2.006958	1.175293	1.892415	2.277832	1.167725
251626_at	-0.77116	-0.86023	-0.32837	-0.6958	-0.55176	-0.4729
251628_at	2.464518	2.010864	3.047852	2.218587	2.053223	3.116943
251629_at	0.027344	0.276733	-0.45068	0.174642	0.051514	-0.54468
251630_at	-0.18164	-0.00085	-0.08545	-0.07894	-0.21265	-0.18799
251631_at	-0.65788	-1.15759	-0.64746	-0.70264	-1.42871	-0.42725
251634_at	-1.02474	-0.53625	-1.12134	-0.75765	-0.36279	-1.34692
251636_at	0.306641	0.485962	-0.55054	0.461426	0.540527	-0.58691
251637_at	-1.97754	-1.51941	-1.35718	-1.75374	-1.71411	-1.3916
251638_at	0.728841	-0.23279	1.924316	0.339355	0.27124	1.900146
251639_at	1.602539	1.001099	1.686035	1.322103	0.937012	1.702881
251640_at	1.327148	1.224243	1.526855	1.607259	1.57959	1.604736
251641_at	0.377279	0.026245	0.348633	0.236165	-0.22461	0.411621
251642_at	1.71582	2.073853	2.009277	1.739421	1.867187	2.232178
251643_at	0.845378	0.480591	1.310547	1.178874	0.85083	1.296631
251645_at	0.174805	0.390015	-0.44775	0.202962	0.339111	-0.47803
251646_at	-0.52279	-1.07678	0.871094	-0.64632	-1.28442	0.758545
251649_at	1.640951	1.338501	0.689209	1.911947	1.791992	0.731445
251650_at	-2.07975	-2.35095	-1.27417	-2.22738	-2.19775	-1.12256
251656_at	-0.99479	-0.94714	-1.31006	-0.99561	-1.23633	-1.05322
251657_at	0.222331	-0.28406	1.724121	0.031087	-0.03369	1.71167
251658_at	-0.3737	-0.61951	-0.97974	-0.43278	-0.26563	-0.97266
251659_at	1.700195	1.86438	1.445801	1.87679	2.147949	1.375732
251660_at	-1.29785	-1.82336	-1.0896	-1.72575	-2.21484	-0.89795
251661_at	1.010091	1.47522	0.525635	1.171061	1.566406	0.623047
251662_at	0.625651	-0.09875	0.995117	0.272298	-0.02393	0.967041
251663_at	-0.75065	-0.33728	-1.05273	-0.86963	-0.40674	-1.14087
251664_at	4.236003	3.998169	3.856934	4.327311	3.853027	3.876221
251665_at	0.833008	0.614624	-0.45288	0.826009	0.551514	-0.32129
251666_at	2.097982	2.239868	1.634766	2.128743	2.086914	1.697021
251667_at	1.598633	0.7323	3.710938	1.130046	0.950195	3.730225
251669_at	0.220703	-0.53503	0.291016	-0.31331	-0.95142	0.35376
251670_at	-0.23405	0.363403	-0.88599	-0.38395	0.156006	-0.9021
251672_at	0.300456	0.539185	-0.12207	0.315918	0.547363	-0.20532
251673_at	-1.5	-0.41272	-3.73047	0.298665	1.069336	-3.07837
251675_at	-0.48275	-0.39636	-0.13062	-0.12646	-0.45215	-0.18042
251676_at	-0.25977	0.258667	0.037842	-0.56462	-0.03931	-0.04639
251678_at	-1.89941	-2.69055	-0.43652	-1.98877	-2.51685	-0.31885
251679_at	0.694987	0.441284	0.945801	0.550293	0.473389	0.933105
251684_at	-1.62793	-1.30334	-3.12793	-1.3846	-1.01538	-3.34644
251685_at	-1.05208	-1.26331	-0.09326	-1.37581	-1.41382	-0.05493
251687_at	1.741862	2.042603	1.284668	1.77653	2.023438	1.322998
251688_at	0.986654	0.924927	0.675781	1.077962	0.71875	0.640381
251690_at	-0.18164	0.011108	0.491211	-0.35173	0.058105	0.586182
251695_at	-1.85514	-1.88098	-2.42261	-1.97607	-1.98071	-2.1355
251699_at	0.109375	0.280396	-1.24097	0.199056	0.377441	-1.06738
251700_at	-1.78027	-2.20764	-1.04004	-1.73682	-2.48389	-1.03931
251701_at	1.926758	1.982056	1.21582	1.891113	1.717285	1.269775
251704_at	2.774414	3.404907	0.805908	2.984863	2.803711	0.976074
251705_at	1.524414	1.575317	-0.15967	1.946452	2.234863	0.045166
251706_at	-1.52376	-2.0304	-1.66113	-1.65967	-2.10815	-1.79663
251707_at	1.390299	1.208618	1.729492	1.37679	1.211914	1.835693
251708_at	-0.23014	-0.80237	-0.63452	-0.55615	-0.79956	-0.51416
251710_at	-2.81706	-2.51306	-2.74634	-2.92236	-2.67432	-2.74976
251712_at	-0.49089	-0.74353	0.319824	-0.7124	-0.69263	0.324463
251714_at	1.398112	0.477905	2.465332	1.130697	0.201172	2.382568
251717_at	-0.28516	-0.61023	0.050537	-0.14502	-0.41724	-0.03223
251719_at	1.116862	1.104126	-0.15625	1.030436	0.871094	0.063965
251720_at	-0.44629	-1.22449	-0.6814	-0.97119	-1.27319	-1.01514
251721_s_at	0.967773	1.463501	1.011719	1.169759	1.655273	1.06665
251722_at	0.170573	1.061646	-2.22412	0.697754	1.915039	-1.93604
251727_at	1.24056	1.653442	0.206787	1.346191	1.709473	0.140381
251729_at	1.74707	2.075806	1.395508	1.790202	1.902344	1.406494
251730_at	-0.43229	-1.81531	0.108398	-1.01123	-2.15381	0.248535
251732_at	0.446289	0.119019	1.162598	0.241048	0.090332	1.124756
251733_at	3.735352	4.065063	2.04541	3.833822	4.278809	2.150635
251734_at	-2.1582	-2.2218	-2.2478	-2.07113	-2.20508	-2.3269
251735_at	2.517253	1.617798	2.754883	2.23291	1.52832	2.894287
251736_at	0.689453	-0.28577	1.453125	0.297363	-0.65796	1.455811
251737_at	3.629883	2.72522	4.325684	3.364421	2.803711	4.396729
251738_at	1.785482	1.11145	2.422852	1.742025	1.075684	2.459229
251739_at	-0.45182	-0.05115	-1.38281	-0.15674	0.239746	-1.46851
251740_at	0.844401	0.01062	3.039551	0.583171	0.233398	3.06665
251741_at	0.720703	0.650513	-0.28638	0.576335	0.104004	-0.146
251742_at	1.796549	2.242798	0.656982	1.952962	2.205078	0.597656
251744_at	2.692383	2.771606	1.706055	2.512207	2.651367	1.735596
251745_at	-0.50228	-0.36511	-1.66626	0.041504	-0.16748	-1.33032
251749_at	-2.81478	-3.20862	-2.43823	-3.06641	-3.46118	-2.24341
251752_at	-0.57389	-0.66101	-0.81079	-0.57861	-0.81348	-0.8418
251757_at	-0.91895	-0.34192	-1.06641	-0.71566	-0.37573	-1.01245
251758_at	2.266602	2.698364	2.262207	2.395671	2.638184	2.173584
251759_at	3.394857	3.352173	2.018555	3.316243	3.287109	1.947021
