Probe_Set_ID	percentchangeco2_fullexpand.x
266363_at	44.7265504
261581_at	44.84862424
256598_at	44.87309004
256453_at	44.99603026
252126_at	45.14309963
246597_at	45.31456859
250916_at	45.41347054
248551_at	45.78310076
248698_at	45.88180729
252572_at	45.88187836
264968_at	45.93117568
259911_at	45.95549667
250339_at	46.17829228
260562_at	46.22780026
252587_at	46.25253948
260401_at	46.52502913
257939_at	46.57463705
258379_at	46.67385908
248200_at	46.77325147
254559_at	46.97206236
257641_s_at	47.02192575
252754_at	47.04615079
259293_at	47.12148027
267261_at	47.22106169
256308_s_at	47.27063847
250301_at	47.47043072
263179_at	47.7697649
248276_at	48.12058148
255284_at	48.12068832
258002_at	48.47201927
254321_at	48.57181408
265194_at	48.77372588
263126_at	48.77380241
256129_at	49.07620818
267348_at	49.42979442
248191_at	49.50571486
250114_s_at	49.63211614
249638_at	49.73359936
256787_at	49.80966441
259403_at	49.93629442
253405_at	50.01269819
261692_at	50.24122823
253284_at	50.41912575
246987_at	50.41924852
267230_at	50.52178601
259661_at	50.69884744
254262_at	50.8270546
246238_at	51.17253895
248146_at	51.31274162
247013_at	51.3384099
263847_at	51.38967783
261456_at	51.49177973
252234_at	51.59478667
247351_at	51.64645191
259250_at	51.90314393
261485_at	51.98008157
264609_at	52.13441595
254784_at	52.1344563
263787_at	52.28944854
249373_at	52.39207022
257339_s_at	52.67635401
246749_at	52.88288321
266746_s_at	52.90883149
267096_at	53.11645604
257277_at	53.22032444
245956_s_at	53.47913823
267064_at	53.68708964
248330_at	53.81716351
264663_at	53.99943816
261027_at	54.02558932
251432_at	54.23420383
245686_at	54.41693693
259655_at	54.78322248
264107_s_at	55.07153427
260143_at	55.15032484
248476_at	55.54433174
259228_at	55.62372694
246305_at	55.86133817
261481_at	56.03327382
265679_at	56.09842095
267165_at	56.23061473
256911_at	56.52276926
262314_at	56.91944984
261240_at	56.9199534
246620_at	57.10551488
254211_at	57.13207938
245543_at	57.50531377
252291_s_at	58.01200389
264745_at	58.11893212
259685_at	58.19932541
259757_at	58.30641046
256178_s_at	58.41379281
253414_at	58.70883679
260656_at	59.32773061
265083_at	59.46274459
248134_at	59.51610509
253992_at	59.54336715
266532_at	59.73304691
251503_at	59.81472336
253828_at	60.13882673
258650_at	60.51804021
265460_at	60.65422425
245731_at	61.93773215
250670_at	62.12993523
261650_at	62.4037762
262408_at	62.43159175
253911_at	63.45125241
251790_at	63.4794888
246125_at	63.67228704
252117_at	64.61736124
256451_s_at	64.84030224
249988_at	65.93188277
256627_at	67.17146465
255243_at	67.2849984
262092_at	67.36988924
250781_at	67.39779335
258133_at	67.39793292
246821_at	67.65444536
255524_at	68.22165883
263776_s_at	68.56389147
251457_s_at	68.59227694
248381_at	69.30709087
250775_at	69.36437929
267181_at	69.45126141
245854_at	69.53680908
265028_at	69.67878154
263852_at	71.00616956
263478_at	71.03501801
259640_at	71.0929736
262671_at	71.58586252
251840_at	71.84743952
256433_at	71.87645618
255116_at	71.9055723
253268_s_at	72.37168279
260943_at	72.78057877
264851_at	74.10160172
261177_at	74.36663929
267300_at	75.61036092
266977_at	75.7293385
249752_at	76.74323444
255595_at	76.95356822
246214_at	77.91404539
255403_at	78.30599901
265053_at	79.03121078
252114_at	79.12221203
249581_at	79.21302858
248062_at	79.94226579
264951_at	80.12533011
255596_at	80.39916254
251722_at	80.67447511
264787_at	81.10312403
254432_at	81.31782959
267246_at	82.02539758
267515_at	82.51773004
256922_at	83.88256435
251060_at	84.41332341
253125_at	85.22550914
263854_at	86.01114189
251054_at	87.14655389
248686_at	87.5908086
259272_at	87.65473795
256337_at	88.73790046
250777_at	88.76856182
259561_at	88.80148001
251422_at	90.14896059
260126_at	90.98666351
253485_at	91.76361884
258979_at	93.72098933
249918_at	93.91762904
255259_at	94.93747368
262231_at	95.29931188
262177_at	95.66429444
254343_at	96.22847313
256366_at	97.66149262
257206_at	99.3748277
255319_at	100.6610118
249754_at	101.0008945
266371_at	102.5717256
266993_at	102.6055141
262119_s_at	103.5337972
246293_at	104.3964763
256017_at	104.9509099
257264_at	106.4836332
260556_at	108.412194
261934_at	109.5097265
260551_at	111.6842195
259364_at	111.7190823
245035_at	111.7202614
259852_at	113.0126629
248794_at	116.2080648
253687_at	116.6120405
259516_at	116.9787593
248889_at	117.3092559
250942_at	124.4861291
245052_at	125.3609765
248332_at	137.82184
252414_at	141.2261685
259507_at	141.7165528
266070_at	146.0496742
257735_at	158.0324075
246302_at	160.0930941
251673_at	179.346411
262133_at	190.433558
248676_at	220.7652796
252269_at	240.7989448
249052_at	269.1989904
245063_at	49.73390958
245181_at	59.86736883
245260_at	11.46697297
245284_at	-14.77141768
245287_at	-13.71202053
245313_at	13.73439003
245318_at	-18.66062828
245367_at	19.90079463
245383_at	-42.3672622
245386_at	-28.80294589
245399_at	24.30143961
245400_at	-8.833382139
245492_at	-20.68593954
245514_at	-26.67527432
245565_at	-16.89361748
245618_at	-19.20936421
245621_at	-17.38432161
245637_at	-31.43969306
245642_at	21.02194366
245730_at	-17.55191442
245841_s_at	14.720209
245851_at	-12.62451789
245981_at	-14.71368829
246028_at	-22.73929295
246057_at	20.20545043
246062_at	-24.71394056
246064_at	-9.906979418
246075_at	-27.25600391
246089_at	9.374228008
246147_s_at	11.01519375
246192_at	9.930822613
246247_at	65.76260163
246275_at	-27.86921877
246309_at	45.70891178
246346_at	-22.81770016
246425_at	-30.88056071
246454_at	-17.91389189
246487_at	-35.94869012
246527_at	20.28679279
246562_at	-34.02316988
246623_at	19.19270895
246681_at	-13.19985039
246791_at	-22.47728894
246818_at	-11.53863056
246842_at	52.40481472
246965_at	41.88974935
247010_at	27.06624155
247074_at	-36.64932287
247152_at	-14.0472181
247191_at	-23.81684394
247202_at	18.1684696
247210_at	21.20641752
247241_at	22.50508821
247263_at	-28.81515773
247267_at	19.35417641
247347_at	-33.22596759
247428_at	18.70932885
247446_at	-16.94977558
247453_at	32.08735093
247550_at	74.92802436
247593_at	17.70936649
247597_at	22.62981806
247609_at	-16.87990108
247771_at	27.73427287
247786_at	-18.88049904
247790_at	15.73397933
247900_at	22.21563945
247936_at	-24.16413023
247979_at	-21.79205572
247985_at	-22.90926181
248032_at	40.26552781
248043_s_at	68.27903476
248045_at	49.27815317
248101_at	29.54190104
248135_at	-27.05924096
248139_at	23.71401232
248147_at	19.96162046
248217_at	15.18715729
248228_at	28.25450464
248234_at	-13.37555287
248258_at	22.15388521
248296_at	-24.5733862
248303_at	-22.39852425
248353_at	35.09336166
248376_at	7.903430207
248425_at	-37.23134921
248426_at	26.50811956
248446_at	-14.061766
248471_at	20.83767162
248477_at	-14.80027053
248607_at	56.57467315
248613_at	-16.32904088
248632_at	26.87319713
248640_at	-12.23904054
248657_at	64.64537112
248678_at	35.87323328
248749_at	20.02255952
248769_at	22.15368613
248783_at	-23.35148194
248806_at	-17.56604519
248811_at	-12.22448587
248826_at	16.24456148
248891_at	28.58018543
248900_at	-23.06529032
248943_s_at	-18.66055928
248972_at	18.1084495
249044_at	22.04971684
249066_at	-24.33064087
249158_at	-19.23669284
249193_at	-15.47522939
249253_at	31.37288104
249267_at	27.13070771
249276_at	33.11925431
249321_at	20.59247716
249322_at	22.09160719
249335_at	19.81959609
249356_at	-14.82936816
249411_at	42.5145421
249416_at	18.34850487
249441_at	28.01590726
249523_at	13.08196006
249816_at	20.34776183
249869_at	-15.08811425
249900_at	-20.67244238
249916_at	17.66956519
250042_at	20.4495569
250127_at	41.50483869
250129_at	23.90238594
250220_at	-31.90228367
250249_at	-23.42899098
250255_at	-15.68952422
250265_at	-32.80660305
250268_s_at	-15.74657183
250383_at	-16.34327856
250395_at	-21.77888199
250458_s_at	10.37822938
250462_at	-20.84680798
250484_at	-16.78127497
250502_at	34.13689733
250571_at	12.37647648
250582_at	12.45220376
250736_s_at	16.91531578
250742_at	-19.48263148
250843_at	-14.48248066
250856_at	-21.02078604
251080_at	-28.7911015
251082_at	-11.26877143
251109_at	92.3489671
251120_at	-17.32836397
251143_at	-24.90480303
251219_at	-30.75165929
251225_at	-14.84345977
251326_at	-24.727208
251337_at	12.22404772
251357_at	13.94632915
251391_at	-17.23038225
251493_at	-18.08045037
251494_at	-14.65596697
251552_at	16.16593568
251585_at	27.66944366
251629_at	-14.45344744
251638_at	41.81692339
251656_at	-18.16392242
251657_at	18.95109689
251660_at	-23.7654037
251704_at	-34.07928414
251719_at	-14.9155272
251785_at	34.40959922
251802_at	16.10659155
251808_at	-15.47523727
251823_at	-16.68255028
251841_at	22.75402183
251862_at	30.95214053
251865_at	-29.6768736
251877_at	20.18512992
251921_at	14.68144988
251922_at	-15.83217986
251930_at	35.78126651
251931_at	-20.63217709
251941_at	-26.94791368
251990_at	-23.84246095
251994_at	-32.21309555
252037_at	28.10261933
252038_at	18.89014192
252043_at	-17.23012533
252124_at	12.52830822
252135_at	-10.15056977
252165_at	20.1648432
252168_at	-25.61313905
252179_at	45.63502788
252184_at	-28.57409936
252206_at	26.55117573
252225_at	-30.52876221
252281_at	66.3401311
252295_at	14.52641091
252296_at	-36.56380661
252372_at	9.485282558
252374_at	24.02832066
252398_at	20.32780332
252413_at	16.20521258
252422_at	19.01122634
252427_at	-43.44954724
252472_at	16.77689293
252478_at	20.10395455
252479_at	16.08729599
252540_at	-15.13149157
252661_at	29.84868372
252670_at	13.56135638
252830_at	-11.31390812
252932_at	-12.99356541
252953_at	-13.27256695
252991_at	-16.07403047
253005_at	18.68952931
253061_at	-32.80669643
253095_at	-17.10424313
253119_at	8.342527342
253160_at	-16.87944416
253198_at	9.263204914
253203_at	48.62272476
253212_s_at	-17.38417937
253276_at	16.79665787
253278_at	-24.19005403
253391_at	-19.5231245
253440_at	-32.84064549
253474_at	-16.25821819
253495_at	-17.52402187
253518_at	-22.94819856
253551_at	17.74914256
253561_at	13.6381788
253565_at	-12.23973962
253580_at	24.40702549
253612_at	-17.4961052
253735_at	20.00230714
253778_at	24.53304494
253817_at	18.52893573
253838_at	24.23839883
253876_at	-27.930305
253921_at	-13.81428864
253948_at	19.33395999
253949_at	30.06814853
254021_at	-21.15423672
254076_at	40.4561621
254079_at	30.35527428
254082_at	16.85590642
254085_at	27.21687281
254142_at	-20.73974746
254224_at	12.26203282
254228_at	27.13033993
254276_at	39.79184558
254393_at	24.1753265
254449_at	43.65218117
254543_at	52.70057159
254654_at	15.61673388
254688_at	-22.17503422
254704_at	-33.78863248
254715_at	-19.59147953
254781_at	-33.74394413
254788_at	10.94001988
254920_at	25.03975583
255039_at	28.71112658
255255_at	27.06627679
255257_at	23.17069308
255436_at	-16.3574701
255509_at	-17.4677846
255558_at	-21.64643861
255769_at	-14.90119889
255774_at	-29.95029753
255810_at	18.26820707
255828_at	-24.13826541
255846_at	-37.27897805
256010_at	-35.94859774
256068_at	15.40177584
256088_at	-22.34600652
256149_at	-12.87589733
256174_at	22.29832927
256241_at	12.29999956
256284_at	27.43200721
256305_at	-13.6974512
256329_at	-16.6118435
256333_at	12.81426984
256351_at	33.64997007
256385_at	12.52831391
256397_at	23.46293024
256425_at	55.22932864
256502_at	-15.97439791
256505_at	26.68013663
256511_at	57.71722641
256516_at	-15.68950854
256623_at	-19.44141645
256804_at	11.95850637
256959_at	-23.49380485
256972_at	26.27239041
257010_at	22.69186353
257024_at	-24.96837044
257037_at	28.6457489
257038_at	12.83344284
257044_at	-19.50950216
257047_at	-27.93013963
257056_at	17.88873971
257093_at	-32.4645185
257145_at	-16.75297116
257157_at	14.72030991
257272_at	-41.17525188
257294_at	-21.1809557
257315_at	-22.47710486
257516_at	-32.97697618
257615_at	-22.18814106
257660_at	-16.32906434
257702_at	17.27228709
257769_at	-26.58854668
257848_at	-16.1729353
257866_at	-30.4111011
257932_at	-18.08043023
257964_at	-23.92000034
258033_at	15.87183731
258043_at	-29.85538771
258218_at	-27.330072
258229_at	-26.60049228
258299_at	24.42763404
258394_at	14.2166539
258396_at	23.73478973
258403_at	-13.27258132
258474_at	25.97448203
258482_at	18.48883324
258494_at	-13.88709921
258553_at	-29.24715524
258554_at	-23.45498713
258679_at	15.22606827
258692_at	15.22609669
258783_at	-29.40290491
258794_at	44.80001496
258818_at	22.15378938
258830_at	40.19424626
258913_at	16.61888278
258925_at	-29.45070204
258972_at	-26.5015403
258992_at	18.02855676
259021_at	-36.18663586
259037_at	34.52258761
259069_at	11.9584875
259104_at	-25.32302419
259121_at	13.90775395
259138_s_at	-19.754356
259196_at	19.79936836
259225_at	33.07433432
259278_at	38.02796741
259292_at	-18.45386373
259327_at	48.77400998
259347_at	21.16531707
259437_at	-11.14851661
259466_at	21.63784489
259570_at	36.88864914
259587_at	16.93509814
259706_at	25.8886675
259759_at	27.0660209
259803_at	-10.39355778
259819_at	18.76992663
259824_at	22.87924233
259861_at	16.52016827
259943_at	-20.17422784
260000_at	-23.31200049
260020_at	27.79947494
260025_at	30.64204202
260060_at	35.00189239
260141_at	-30.26966713
260191_at	-16.9921591
260206_at	56.62658163
260222_at	18.66939806
260258_at	9.819278693
260267_at	16.79665673
260332_at	-25.29732214
260338_at	22.71318982
260409_at	-18.32954689
260413_at	-18.30202914
260425_at	29.82697176
260426_at	12.56647855
260479_at	32.84910295
260487_at	14.44878314
260592_at	30.46540764
260605_at	20.08367517
260618_at	-19.64563934
260714_at	26.89433659
260817_at	-18.44003383
260984_at	22.90016578
260989_at	-22.49082293
261138_at	16.79676522
261227_at	12.14818179
261382_at	-30.63461524
261471_at	-30.13991953
261492_at	-29.72473073
261522_at	-21.97720642
261524_at	31.59646837
261553_at	-21.10096923
261563_at	9.596602807
261622_at	-29.37898006
261659_at	-15.17453885
261664_s_at	28.77657822
261725_at	21.74089953
261770_at	16.36262446
261843_at	14.17791652
261911_at	15.96946719
261948_at	-18.85310541
262054_s_at	20.24628027
262117_at	11.80706459
262127_at	-26.18983788
262147_at	32.26536817
262209_at	-13.4779452
262238_at	-31.85615437
262250_at	19.39475716
262481_at	15.22606146
262553_at	26.10174295
262584_at	19.05092702
262673_at	26.46590365
262725_at	-15.56101905
262827_at	32.75975337
262931_at	18.3081692
262948_at	10.54653912
263113_at	18.74937202
263251_at	15.53852397
263325_at	-14.04723786
263348_at	15.30420192
263375_s_at	15.8909451
263519_at	16.5597769
263593_at	18.46922798
263689_at	-43.70723484
263691_at	15.7734154
263731_at	29.21308109
263807_at	27.79938695
263859_at	-20.20126579
263922_s_at	15.89102091
263941_at	-37.86529433
263946_at	-27.62482172
264084_at	34.20517598
264118_at	22.36000266
264152_at	14.17794105
264205_at	-23.42903821
264222_at	-26.87381703
264224_at	-18.5644214
264226_at	-24.89253671
264254_at	-10.4389881
264288_at	-42.92986389
264340_at	-24.36918558
264364_at	11.16546952
264441_at	12.37607715
264506_at	20.0023144
264553_s_at	-22.55629492
264583_at	50.29250155
264591_at	44.21197875
264627_at	52.49463328
264639_at	11.35365098
264665_at	-20.18785468
264674_at	28.29779867
264727_at	11.99633927
264769_at	-18.41245848
264782_at	-31.34735405
264809_at	-35.6226917
264831_at	-25.23479959
264986_at	22.87918286
265000_at	-28.22249209
265001_at	11.31614244
265006_at	32.51246658
265056_at	10.52776791
265060_at	-24.4072009
265259_at	-25.80158525
265414_at	47.57011016
265445_at	21.35007151
265448_at	-13.22930312
265451_at	-13.78503888
265467_at	-13.40477719
265538_at	31.17394628
265676_at	20.32762507
265700_at	11.10912721
265712_s_at	-13.81421939
265778_at	-12.96408067
265867_at	-15.03063439
265873_at	-35.2073928
265874_at	18.46895733
265908_at	-21.3275538
266072_at	-28.00333305
266168_at	61.44464953
266170_at	29.5412056
266173_at	-31.81015811
266216_at	-28.08882394
266237_at	19.71814859
266239_at	17.74926619
266297_at	11.18407883
266472_at	-34.40198985
266483_at	-20.53811306
266553_at	23.77662449
266556_at	10.19156084
266581_at	46.99757233
266589_at	-26.2272086
266638_at	-9.662682377
266641_at	25.50631987
266700_at	13.71519139
266702_at	-16.22990998
266747_at	21.12460208
266768_s_at	11.09041033
266874_at	-13.0376469
266950_at	35.25382663
266980_at	22.71299462
266984_at	-40.2925904
267012_at	35.45938771
267094_at	-39.61156106
267136_at	-12.83141079
267201_at	35.50609255
267212_at	11.50473774
267259_at	9.670619386
267264_at	-25.78914624
267298_at	-16.45639108
267306_at	25.82522659
267308_at	-16.13058177
267366_at	16.9153235
267383_at	15.77335846
267507_at	20.14453691
267508_at	-17.32851513
267543_at	-7.840661475
267550_at	54.73088719
267556_at	-14.69935283
267603_at	16.95453811
267614_at	-54.36688881
AFFX-Athal-Ubq_5_f_at	20.81732968
AFFX-r2-At-Actin-3_s_at	11.84484225
AFFX-r2-At-Ubq-5_x_at	17.27201933
